Site name,Generation date,Time period,Electricity unit price ?QAR/kWh?,Electricity generation ?kWh?,Electricity charge ?QAR?
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-24,03:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-24,03:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-24,02:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-24,02:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-24,01:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-24,01:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-24,00:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-24,00:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,23:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,23:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,22:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,22:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,21:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,21:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,20:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,20:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,19:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,19:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,18:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,18:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,17:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,17:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,16:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,16:00,0.32,0.00090,0.00030
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,15:30,0.32,0.1462,0.0468
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,15:00,0.32,0.4721,0.1511
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,14:30,0.32,0.7474,0.2392
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,14:00,0.32,0.4816,0.1541
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,13:30,0.32,1.2172,0.3895
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,13:00,0.32,1.854,0.5933
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,12:30,0.32,1.7778,0.5689
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,12:00,0.32,2.0311,0.65
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,11:30,0.32,2.1429,0.6857
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,11:00,0.32,2.2089,0.7068
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,10:30,0.32,2.3333,0.7467
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,10:00,0.32,2.2409,0.7171
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,09:30,0.32,2.1123,0.6759
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,09:00,0.32,1.9169,0.6134
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,08:30,0.32,1.6002,0.5121
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,08:00,0.32,1.2989,0.4156
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,07:30,0.32,0.8865,0.2837
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,07:00,0.32,0.3685,0.1179
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,06:30,0.32,0.1487,0.0476
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,06:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,05:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,05:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,04:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,04:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,03:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,03:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,02:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,02:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,01:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,01:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,00:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-23,00:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,23:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,23:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,22:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,22:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,21:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,21:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,20:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,20:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,19:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,19:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,18:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,18:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,17:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,17:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,16:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,16:00,0.32,0.0554,0.0177
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,15:30,0.32,0.3137,0.1004
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,15:00,0.32,0.647,0.207
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,14:30,0.32,0.9876,0.316
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,14:00,0.32,1.4072,0.4503
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,13:30,0.32,1.7841,0.5709
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,13:00,0.32,2.127,0.6806
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,12:30,0.32,2.398,0.7674
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,12:00,0.32,2.6139,0.8364
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,11:30,0.32,2.7437,0.878
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,11:00,0.32,2.8038,0.8972
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,10:30,0.32,2.7993,0.8958
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,10:00,0.32,2.7014,0.8644
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,09:30,0.32,2.5318,0.8102
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,09:00,0.32,2.296,0.7347
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,08:30,0.32,1.9699,0.6304
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,08:00,0.32,1.514,0.4845
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,07:30,0.32,1.0233,0.3275
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,07:00,0.32,0.6025,0.1928
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,06:30,0.32,0.2029,0.0649
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,06:00,0.32,0.0072,0.0023
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,05:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,05:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,04:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,04:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,03:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,03:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,02:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,02:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,01:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,01:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,00:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-22,00:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,23:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,23:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,22:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,22:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,21:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,21:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,20:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,20:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,19:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,19:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,18:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,18:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,17:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,17:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,16:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,16:00,0.32,0.0251,0.008
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,15:30,0.32,0.3009,0.0963
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,15:00,0.32,0.7035,0.2251
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,14:30,0.32,1.1003,0.3521
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,14:00,0.32,1.495,0.4784
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,13:30,0.32,1.8342,0.5869
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,13:00,0.32,2.1275,0.6808
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,12:30,0.32,2.4028,0.7689
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,12:00,0.32,2.5521,0.8167
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,11:30,0.32,2.733,0.8746
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,11:00,0.32,2.7987,0.8956
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,10:30,0.32,2.7591,0.8829
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,10:00,0.32,2.6455,0.8466
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,09:30,0.32,2.5119,0.8038
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,09:00,0.32,2.2472,0.7191
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,08:30,0.32,1.8912,0.6052
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,08:00,0.32,1.5152,0.4849
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,07:30,0.32,1.0834,0.3467
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,07:00,0.32,0.5203,0.1665
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,06:30,0.32,0.1672,0.0535
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,06:00,0.32,0.0053,0.0017
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,05:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,05:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,04:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,03:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,03:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,02:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,02:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,01:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,01:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,00:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-21,00:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,23:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,23:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,22:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,22:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,21:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,21:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,20:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,20:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,19:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,19:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,18:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,18:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,17:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,17:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,16:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,16:00,0.32,0.0219,0.007
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,15:30,0.32,0.2362,0.0756
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,15:00,0.32,0.5768,0.1846
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,14:30,0.32,1.0284,0.3291
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,14:00,0.32,1.4273,0.4567
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,13:30,0.32,1.8037,0.5772
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,13:00,0.32,2.1356,0.6834
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,12:30,0.32,2.4066,0.7701
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,12:00,0.32,2.5884,0.8283
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,11:30,0.32,2.714,0.8685
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,11:00,0.32,2.7754,0.8881
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,10:30,0.32,2.7702,0.8865
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,10:00,0.32,2.6705,0.8546
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,09:30,0.32,6.3284,2.0251
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,09:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,08:00,0.32,1.5147,0.4847
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,07:30,0.32,1.0287,0.3292
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,07:00,0.32,0.4764,0.1524
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,06:00,0.32,0.0084,0.0027
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,05:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,05:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,04:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,04:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,03:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,03:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,02:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,02:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,01:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,01:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,00:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-20,00:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,23:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,23:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,22:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,22:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,21:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,21:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,20:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,20:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,19:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,19:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,18:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,18:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,17:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,17:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,16:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,16:00,0.32,0.0272,0.0087
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,15:30,0.32,0.2332,0.0746
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,15:00,0.32,0.6082,0.1946
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,14:30,0.32,1.0032,0.321
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,14:00,0.32,1.4094,0.451
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,13:30,0.32,1.7899,0.5728
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,13:00,0.32,2.0987,0.6716
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,12:30,0.32,2.3939,0.766
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,12:00,0.32,2.598,0.8314
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,11:30,0.32,2.7745,0.8878
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,11:00,0.32,2.8427,0.9097
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,10:30,0.32,2.843,0.9098
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,10:00,0.32,2.7197,0.8703
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,09:30,0.32,2.5881,0.8282
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,09:00,0.32,2.3197,0.7423
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,08:30,0.32,2.0127,0.6441
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,08:00,0.32,1.6377,0.5241
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,07:30,0.32,1.1412,0.3652
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,07:00,0.32,0.6329,0.2025
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,06:30,0.32,0.2887,0.0924
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,06:00,0.32,0.0181,0.0058
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,05:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,05:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,04:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,04:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,03:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,03:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,02:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,02:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,01:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,01:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,00:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-19,00:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,23:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,23:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,22:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,22:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,21:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,21:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,20:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,20:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,19:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,19:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,18:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,18:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,17:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,17:00,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,16:30,0.32,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,16:00,0.32,0.0577,0.0185
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,15:30,0.23,0.2653,0.061
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,15:00,0.23,0.7033,0.1618
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,14:30,0.23,1.1058,0.2543
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,14:00,0.23,1.53,0.3519
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,13:30,0.23,1.9108,0.4395
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,13:00,0.23,2.2781,0.524
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,12:30,0.23,2.9793,0.6852
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,11:30,0.23,2.7969,0.6433
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,11:00,0.23,2.8456,0.6545
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,10:30,0.23,2.7855,0.6407
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,10:00,0.23,2.6924,0.6193
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,09:30,0.23,2.2466,0.5167
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,09:00,0.23,2.0476,0.4709
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,08:30,0.23,1.7866,0.4109
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,08:00,0.23,1.4746,0.3392
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,07:30,0.23,1.0315,0.2372
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,07:00,0.23,0.401,0.0922
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,06:30,0.23,0.1201,0.0276
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,06:00,0.23,0.0213,0.0049
