Site name,Generation date,Time period,Electricity unit price ?QAR/kWh?,Electricity generation ?kWh?,Electricity charge ?QAR?
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,05:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,05:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,04:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,04:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,03:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,03:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,02:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,02:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,01:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,01:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,00:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-18,00:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,23:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,23:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,22:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,22:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,21:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,21:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,20:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,20:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,19:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,19:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,18:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,18:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,17:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,17:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,16:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,16:00,0.23,0.0872,0.0201
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,15:30,0.23,0.2208,0.0508
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,15:00,0.23,0.6725,0.1547
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,14:30,0.23,0.9307,0.2141
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,14:00,0.23,1.0945,0.2517
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,13:30,0.23,1.3119,0.3017
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,13:00,0.23,1.3669,0.3144
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,12:30,0.23,1.1385,0.2619
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,12:00,0.23,1.6594,0.3817
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,11:30,0.23,1.7998,0.414
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,11:00,0.23,1.8027,0.4146
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,10:30,0.23,1.9258,0.4429
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,10:00,0.23,1.7033,0.3918
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,09:30,0.23,1.9673,0.4525
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,09:00,0.23,1.3842,0.3184
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,08:30,0.23,1.8174,0.418
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,08:00,0.23,1.307,0.3006
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,07:30,0.23,0.9809,0.2256
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,07:00,0.23,0.4552,0.1047
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,06:30,0.23,0.2077,0.0478
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,06:00,0.23,0.0022,0.00050
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,05:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,05:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,04:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,04:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,03:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,03:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,02:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,02:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,01:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,01:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,00:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-17,00:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,23:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,23:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,22:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,22:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,21:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,21:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,20:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,20:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,19:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,19:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,18:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,18:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,17:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,17:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,16:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,16:00,0.23,0.0883,0.0203
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,15:30,0.23,0.342,0.0787
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,15:00,0.23,0.4627,0.1064
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,14:30,0.23,0.9143,0.2103
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,14:00,0.23,1.2277,0.2824
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,13:30,0.23,1.6582,0.3814
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,13:00,0.23,2.0365,0.4684
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,12:30,0.23,2.4628,0.5664
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,12:00,0.23,2.8282,0.6505
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,11:30,0.23,2.3924,0.5503
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,11:00,0.23,2.7553,0.6337
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,10:30,0.23,2.8197,0.6485
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,10:00,0.23,2.8908,0.6649
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,09:30,0.23,2.5289,0.5816
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,09:00,0.23,2.4036,0.5528
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,08:30,0.23,2.0717,0.4765
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,08:00,0.23,1.6307,0.3751
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,07:30,0.23,1.0489,0.2412
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,07:00,0.23,0.7064,0.1625
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,06:30,0.23,0.2096,0.0482
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,06:00,0.23,0.0263,0.006
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,05:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,05:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,04:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,04:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,03:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,03:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,02:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,02:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,01:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,01:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,00:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-16,00:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,23:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,23:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,22:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,22:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,21:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,21:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,20:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,20:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,19:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,19:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,18:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,18:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,17:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,17:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,16:30,0.23,0.0035,0.00080
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,16:00,0.23,0.0393,0.009
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,15:30,0.23,0.3144,0.0723
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,15:00,0.23,0.6554,0.1507
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,14:30,0.23,1.0256,0.2359
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,14:00,0.23,1.4753,0.3393
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,13:30,0.23,1.8686,0.4298
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,13:00,0.23,2.1255,0.4889
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,12:30,0.23,2.4942,0.5737
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,12:00,0.23,2.7339,0.6288
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,11:30,0.23,2.8402,0.6532
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,11:00,0.23,2.9505,0.6786
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,10:30,0.23,2.9583,0.6804
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,10:00,0.23,2.8365,0.6524
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,09:30,0.23,2.627,0.6042
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,09:00,0.23,2.3859,0.5488
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,08:30,0.23,2.0445,0.4702
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,08:00,0.23,1.6372,0.3766
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,07:30,0.23,1.212,0.2788
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,07:00,0.23,0.8453,0.1944
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,06:30,0.23,0.2598,0.0598
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,06:00,0.23,0.037,0.0085
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,05:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,05:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,04:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,04:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,03:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,03:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,02:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,02:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,01:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,01:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,00:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-15,00:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,23:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,23:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,22:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,22:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,21:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,21:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,20:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,20:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,19:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,19:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,18:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,18:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,17:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,17:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,16:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,16:00,0.23,0.0505,0.0116
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,15:30,0.23,0.2764,0.0636
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,15:00,0.23,0.6195,0.1425
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,14:30,0.23,1.1302,0.2599
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,14:00,0.23,1.367,0.3144
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,13:30,0.23,1.9171,0.4409
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,13:00,0.23,2.2972,0.5284
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,12:30,0.23,2.6019,0.5984
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,12:00,0.23,2.8502,0.6555
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,11:30,0.23,2.9351,0.6751
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,11:00,0.23,2.9874,0.6871
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,10:30,0.23,2.9488,0.6782
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,10:00,0.23,2.8099,0.6463
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,09:30,0.23,2.6065,0.5995
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,09:00,0.23,2.326,0.535
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,08:30,0.23,2.0018,0.4604
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,08:00,0.23,1.5562,0.3579
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,07:30,0.23,1.1437,0.2631
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,07:00,0.23,0.4965,0.1142
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,06:30,0.23,0.1687,0.0388
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,06:00,0.23,3.9807,0.9156
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,05:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,05:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,04:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,04:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,03:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,03:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,02:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,02:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,01:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,01:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,00:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-14,00:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,23:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,23:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,22:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,22:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,21:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,21:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,20:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,20:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,19:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,19:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,18:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,18:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,17:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,17:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,16:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,16:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,15:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,15:00,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,14:30,0.23,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,13:00,0.23,2.0704,0.4762
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,12:30,0.23,1.5279,0.3514
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,12:00,0.23,2.1173,0.487
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,11:30,0.23,2.9878,0.6872
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,11:00,0.23,2.9695,0.683
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,10:30,0.23,2.9382,0.6758
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,10:00,0.23,2.6163,0.6017
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,09:30,0.23,3.1882,0.7333
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,08:30,0.23,1.9581,0.4504
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,08:00,0.23,1.5617,0.3592
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,07:30,0.23,1.1174,0.257
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,07:00,0.23,0.6849,0.1575
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,06:30,0.23,0.1803,0.0415
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,06:00,4.0,0.0137,0.0548
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,05:30,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,05:00,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,04:30,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,04:00,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,03:30,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,03:00,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,02:30,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,02:00,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,01:30,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,01:00,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,00:30,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-13,00:00,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,23:30,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,23:00,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,22:30,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,22:00,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,21:30,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,21:00,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,20:30,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,20:00,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,19:30,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,19:00,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,18:30,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,18:00,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,17:30,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,17:00,4.0,0.0,0.0
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,16:30,4.0,0.0056,0.0224
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,16:00,4.0,0.094,0.376
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,15:30,4.0,0.3466,1.3864
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,15:00,4.0,0.6754,2.7016
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,14:30,4.0,0.8909,3.5636
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,14:00,4.0,0.6233,2.4932
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,13:30,4.0,0.9287,3.7148
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,13:00,4.0,2.053,8.212
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,12:30,4.0,2.3897,9.5588
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,12:00,4.0,2.3436,9.3744
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,11:30,4.0,2.7629,11.0516
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,11:00,4.0,2.841,11.364
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,10:30,4.0,2.6024,10.4096
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,10:00,4.0,2.8293,11.3172
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,09:30,4.0,2.4269,9.7076
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,09:00,4.0,1.4455,5.782
Mowasalat Hybrid Solar Charging Station - LTS Building,2025-11-12,08:30,4.0,1.3723,5.4892
